,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
800,801,60,RL,79.0,12798,IR1,HLS,Inside,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,Gd,SBrkr,616,1072,1688,1,2,1,4,Gd,8,0,,Attchd,1997.0,RFn,2,603,TA,Y,403,114,185,0,,5,2008,WD,Normal,200000
801,802,30,RM,40.0,4800,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,7,1916,1990,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,Ex,FuseA,1196,0,1196,1,1,0,2,TA,5,0,,Detchd,1957.0,Unf,2,440,TA,Y,0,0,0,0,,7,2007,WD,Normal,109900
802,803,60,RL,63.0,8199,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,Ex,SBrkr,728,728,1456,1,2,1,3,Gd,7,1,Gd,Attchd,2005.0,Fin,2,410,TA,Y,36,18,0,0,,10,2008,WD,Normal,189000
803,804,60,RL,107.0,13891,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,Ex,SBrkr,1734,1088,2822,0,3,1,4,Ex,12,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,Y,52,170,0,192,,1,2009,New,Partial,582933
804,805,20,RL,75.0,9000,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,TA,SBrkr,1128,0,1128,0,1,0,2,TA,5,0,,Attchd,1954.0,Unf,1,286,TA,Y,0,0,0,0,GdWo,6,2006,WD,Family,118000
805,806,20,RL,91.0,12274,IR1,Lvl,FR2,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,Ex,SBrkr,1428,0,1428,0,2,0,3,Ex,6,0,,Attchd,2008.0,RFn,2,554,TA,Y,0,60,0,0,,7,2008,New,Partial,227680
806,807,80,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,Gd,SBrkr,980,0,980,0,2,0,3,TA,6,0,,Attchd,1967.0,Fin,1,384,TA,Y,68,0,0,0,,10,2006,WD,Normal,135500
807,808,70,RL,144.0,21384,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,Ex,SBrkr,1072,504,1576,2,1,1,3,Gd,6,1,TA,Attchd,1923.0,RFn,2,528,TA,Y,0,312,0,0,,5,2009,WD,Normal,223500
808,809,80,RL,85.0,13400,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,TA,SBrkr,1086,0,1086,1,1,0,3,TA,6,1,Gd,Attchd,1966.0,RFn,2,484,TA,Y,0,0,0,0,GdWo,6,2006,WD,Normal,159950
809,810,75,RM,90.0,8100,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,TA,FuseA,1075,1063,2138,0,2,0,2,TA,11,0,,Detchd,1910.0,Unf,2,360,Fa,N,40,156,0,0,MnPrv,11,2009,WD,Normal,106000
810,811,20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,Fa,SBrkr,1309,0,1309,1,1,1,3,Gd,5,1,Fa,Attchd,1974.0,RFn,2,484,TA,Y,265,0,0,0,GdPrv,1,2006,WD,Normal,181000
811,812,120,RM,,4438,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,Ex,SBrkr,848,0,848,1,1,0,1,Gd,4,1,Gd,Attchd,2004.0,Fin,2,420,TA,Y,140,0,0,0,,6,2008,ConLD,Normal,144500
812,813,20,C (all),66.0,8712,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,TA,FuseA,1044,0,1044,0,1,0,2,Fa,4,0,,Basment,1952.0,Unf,2,504,TA,N,0,0,0,0,,6,2010,WD,Alloca,55993
813,814,20,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Gable,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,Gd,SBrkr,1442,0,1442,0,1,1,4,TA,7,0,,Attchd,1958.0,RFn,1,301,TA,Y,0,0,275,0,,4,2007,COD,Normal,157900
814,815,50,RL,45.0,8248,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,Gd,SBrkr,686,564,1250,0,1,1,3,Fa,7,0,,Detchd,1955.0,Unf,1,280,TA,P,207,0,96,0,,7,2006,WD,Normal,116000
815,816,20,RL,48.0,12137,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,Ex,SBrkr,1661,0,1661,0,2,0,3,Gd,6,0,,Attchd,1998.0,RFn,2,598,TA,Y,0,34,0,0,,5,2010,WD,Normal,224900
816,817,20,RL,,11425,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,Gd,SBrkr,1008,0,1008,0,1,0,2,TA,4,1,Gd,Attchd,1954.0,RFn,1,275,TA,Y,0,0,120,0,,7,2006,WD,Normal,137000
817,818,20,RL,,13265,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,Ex,SBrkr,1689,0,1689,1,2,0,3,Gd,7,2,Gd,Attchd,2002.0,RFn,3,857,TA,Y,150,59,0,0,,7,2008,WD,Normal,271000
818,819,80,RL,80.0,8816,Reg,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,Gd,SBrkr,1052,0,1052,1,1,0,3,TA,6,0,,Attchd,1971.0,Unf,2,440,TA,Y,0,0,0,0,MnPrv,6,2010,WD,Normal,155000
819,820,120,RL,44.0,6371,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,Ex,SBrkr,1358,0,1358,1,2,0,2,Gd,6,1,Gd,Attchd,2010.0,RFn,2,484,TA,Y,192,35,0,0,,6,2010,New,Partial,224000
820,821,60,RL,72.0,7226,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Ex,SBrkr,798,842,1640,0,2,1,3,Gd,6,0,,Attchd,2003.0,RFn,2,595,TA,Y,0,45,0,0,,6,2008,WD,Normal,183000
821,822,20,RM,60.0,6000,Reg,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,TA,SBrkr,936,0,936,0,1,0,2,TA,4,0,,Detchd,1974.0,Unf,2,576,TA,Y,0,32,112,0,,2,2009,WD,Normal,93000
822,823,60,RL,,12394,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,Ex,SBrkr,847,886,1733,0,2,1,3,Gd,7,1,Gd,BuiltIn,2003.0,Fin,2,433,TA,Y,100,48,0,0,,10,2007,WD,Family,225000
823,824,50,RL,60.0,9900,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,TA,SBrkr,944,545,1489,0,2,0,3,TA,7,1,Gd,Detchd,1940.0,Unf,1,240,TA,Y,335,0,0,0,GdWo,7,2009,WD,Normal,139500
824,825,20,FV,81.0,11216,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,Ex,SBrkr,1489,0,1489,0,2,0,3,Gd,7,1,Gd,Attchd,2006.0,RFn,2,776,TA,Y,0,140,0,0,,6,2006,New,Partial,232600
825,826,20,RL,114.0,14803,Reg,Lvl,Inside,NridgHt,PosN,1Fam,1Story,10,5,2007,2008,Hip,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,Ex,SBrkr,2084,0,2084,1,2,0,2,Ex,7,1,Gd,Attchd,2007.0,Fin,3,1220,TA,Y,188,45,0,0,,6,2008,New,Partial,385000
826,827,45,RM,50.0,6130,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,Gd,SBrkr,784,0,784,1,1,0,2,Gd,5,0,,,,,0,0,,Y,0,0,116,0,,5,2008,WD,Normal,109500
827,828,20,RL,65.0,8529,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,Ex,SBrkr,1434,0,1434,0,2,0,3,Gd,6,1,TA,Attchd,2001.0,RFn,2,527,TA,Y,290,39,0,0,,4,2009,WD,Normal,189000
828,829,60,RL,,28698,IR2,Low,CulDSac,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,Flat,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,TA,SBrkr,1160,966,2126,0,2,1,3,TA,7,0,,Attchd,1967.0,Fin,2,538,TA,Y,486,0,0,225,,6,2009,WD,Abnorml,185000
829,830,160,FV,24.0,2544,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Ex,SBrkr,520,623,1223,0,2,1,2,Gd,4,0,,Detchd,2005.0,RFn,2,480,TA,Y,0,166,0,0,,7,2006,WD,Normal,147400
830,831,20,RL,80.0,11900,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,TA,FuseA,1392,0,1392,1,1,1,3,TA,6,2,Gd,Attchd,1957.0,RFn,2,458,TA,Y,0,0,0,192,,6,2008,WD,Normal,166000
831,832,160,FV,30.0,3180,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Ex,SBrkr,520,600,1200,0,2,1,2,Gd,4,0,,Detchd,2005.0,RFn,2,480,TA,Y,0,166,0,0,,6,2006,WD,Normal,151000
832,833,60,RL,44.0,9548,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,Ex,SBrkr,941,888,1829,1,2,1,3,Gd,7,1,TA,Attchd,2003.0,RFn,2,613,TA,Y,192,39,0,0,,1,2010,WD,Normal,237000
833,834,20,RL,100.0,10004,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,TA,SBrkr,1516,0,1516,0,1,1,3,TA,6,0,,Attchd,1964.0,RFn,2,472,TA,Y,0,0,0,152,,2,2009,WD,Normal,167000
834,835,20,RL,75.0,7875,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,Gd,SBrkr,1144,0,1144,1,1,0,3,TA,6,0,,Attchd,1961.0,Unf,2,456,TA,Y,0,0,0,0,GdWo,9,2008,WD,Normal,139950
835,836,20,RL,60.0,9600,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,Gable,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,TA,SBrkr,1067,0,1067,0,2,0,2,Gd,4,0,,Attchd,1996.0,Unf,2,436,TA,Y,290,0,0,0,,2,2010,WD,Normal,128000
836,837,30,RM,90.0,8100,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1948,1973,Gable,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,Gd,SBrkr,1559,0,1559,1,1,0,2,TA,5,0,,Detchd,1948.0,Unf,2,812,TA,Y,0,116,230,0,GdWo,6,2007,COD,Normal,153500
837,838,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,TA,SBrkr,483,504,987,1,1,1,2,TA,5,0,,Detchd,1973.0,Unf,1,264,TA,Y,0,0,0,0,,11,2008,WD,Normal,100000
838,839,20,RL,75.0,9525,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,Ex,SBrkr,1099,0,1099,0,1,1,3,Gd,6,0,,Attchd,1999.0,Unf,1,352,TA,Y,278,0,0,0,,6,2008,WD,Normal,144000
839,840,50,RL,70.0,11767,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,Ex,SBrkr,768,432,1200,0,1,0,3,TA,6,0,,Detchd,1946.0,Unf,1,240,TA,Y,0,0,0,0,,5,2008,WD,Normal,130500
840,841,70,RH,,12155,IR1,Lvl,Inside,SWISU,Norm,1Fam,2Story,6,8,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,TA,SBrkr,810,672,1482,0,2,0,4,Fa,7,0,,Detchd,1934.0,Unf,1,400,TA,P,0,0,254,0,,3,2008,WD,Normal,140000
841,842,70,RM,60.0,10440,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,8,1904,2002,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,Gd,SBrkr,958,581,1539,0,2,0,3,Gd,8,1,Po,Detchd,1983.0,Unf,2,686,Gd,P,70,78,68,0,,6,2008,WD,Normal,157500
842,843,80,RL,82.0,9020,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,TA,SBrkr,1165,0,1165,1,1,1,3,TA,6,0,,Attchd,1966.0,RFn,2,490,Gd,Y,0,129,0,0,GdPrv,5,2008,WD,Normal,174900
843,844,90,RL,80.0,8000,Reg,Lvl,Corner,NAmes,Artery,Duplex,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,Ex,SBrkr,1800,0,1800,0,2,0,6,TA,10,0,,,,,0,0,,Y,0,0,0,0,,7,2007,WD,Normal,141000
844,845,50,RM,100.0,12665,IR1,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,Gd,SBrkr,876,540,1416,0,1,1,4,TA,7,1,Gd,Detchd,1949.0,Unf,3,720,TA,Y,418,0,194,0,,6,2008,WD,Normal,153900
845,846,85,RL,,16647,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,TA,SBrkr,1701,0,1701,1,2,0,3,TA,6,2,TA,Basment,1975.0,Fin,2,611,TA,Y,0,0,0,0,,1,2007,WD,Normal,171000
846,847,60,RL,75.0,9317,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,Ex,SBrkr,1006,769,1775,1,2,1,3,Gd,7,1,TA,Attchd,1993.0,Unf,2,425,TA,Y,234,72,192,0,,7,2009,WD,Normal,213000
847,848,20,RL,36.0,15523,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,Ex,SBrkr,864,0,864,1,1,0,3,TA,5,1,Fa,Attchd,1972.0,Unf,1,338,TA,Y,0,0,0,0,,8,2009,WD,Normal,133500
848,849,50,RL,75.0,45600,IR2,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,TA,SBrkr,1307,1051,2358,0,3,0,5,TA,10,1,Gd,Detchd,1908.0,Unf,2,360,Fa,Y,486,40,0,175,,9,2008,WD,Normal,240000
849,850,80,RL,80.0,9600,Reg,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,Ex,SBrkr,1094,761,1855,0,2,1,3,TA,7,1,TA,Attchd,1976.0,RFn,2,512,TA,Y,113,100,0,0,,8,2007,WD,Normal,187000
850,851,120,RM,36.0,4435,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,Ex,SBrkr,848,0,848,1,1,0,1,Gd,3,0,,Attchd,2003.0,Fin,2,420,TA,Y,140,0,0,0,,11,2007,WD,Normal,131500
851,852,120,RL,,3196,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,Ex,SBrkr,1456,0,1456,0,2,0,2,Gd,7,1,TA,Attchd,2003.0,Fin,2,400,TA,Y,143,20,0,0,,5,2006,WD,Normal,215000
852,853,75,RL,53.0,7128,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,Gd,SBrkr,918,728,1646,0,2,0,4,TA,7,2,Gd,Detchd,1941.0,Unf,1,240,TA,Y,0,0,0,126,MnPrv,8,2007,WD,Normal,164000
853,854,80,RL,,12095,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,TA,SBrkr,1445,0,1445,0,1,1,3,TA,7,1,Fa,Attchd,1964.0,RFn,2,645,TA,Y,180,0,0,0,MnPrv,8,2009,WD,Normal,158000
854,855,20,RL,102.0,17920,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,TA,SBrkr,1779,0,1779,1,1,1,3,TA,6,1,Gd,Attchd,1955.0,Unf,2,454,TA,Y,0,418,0,312,,7,2006,WD,Abnorml,170000
855,856,20,RL,,6897,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,Ex,SBrkr,1040,0,1040,1,1,1,3,TA,6,0,,Detchd,1962.0,Unf,1,260,TA,Y,0,104,0,0,,4,2010,WD,Normal,127000
856,857,80,RL,,10970,IR1,Low,Inside,CollgCr,Norm,1Fam,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,TA,SBrkr,1026,0,1026,1,1,0,3,TA,5,0,,Detchd,1981.0,Unf,2,576,TA,Y,0,0,34,0,MnPrv,10,2008,WD,Normal,147000
857,858,60,RL,65.0,8125,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,Gd,SBrkr,702,779,1481,0,2,1,3,TA,6,1,TA,Attchd,1994.0,Fin,2,343,TA,Y,0,36,0,0,,3,2009,WD,Normal,174000
858,859,20,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,TA,SBrkr,1370,0,1370,0,2,0,3,TA,6,1,TA,Attchd,1976.0,RFn,2,479,TA,Y,0,0,0,0,MnPrv,6,2009,WD,Family,152000
859,860,60,RL,,11029,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,TA,SBrkr,1512,1142,2654,1,2,1,4,Gd,9,1,Gd,Attchd,1968.0,Unf,2,619,TA,Y,0,65,0,222,,8,2006,WD,Normal,250000
860,861,50,RL,55.0,7642,Reg,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,Gd,SBrkr,912,514,1426,0,1,1,3,Gd,7,1,Gd,Detchd,1925.0,Unf,1,216,TA,Y,0,240,0,0,GdPrv,6,2007,WD,Normal,189950
861,862,190,RL,75.0,11625,Reg,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,Ex,SBrkr,1039,0,1039,1,1,1,3,TA,6,0,,Attchd,1965.0,Unf,2,504,TA,Y,0,0,0,0,,4,2010,WD,Normal,131500
862,863,20,RL,81.0,9672,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,6,5,1984,1985,Hip,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,TA,SBrkr,1097,0,1097,0,2,0,3,TA,6,0,,Attchd,1986.0,Unf,2,480,TA,Y,0,0,0,0,GdPrv,5,2010,WD,Normal,152000
863,864,20,RL,70.0,7931,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,TA,SBrkr,1148,0,1148,1,1,0,3,TA,6,0,,Attchd,1959.0,Unf,1,672,TA,Y,0,0,0,0,GdPrv,7,2009,WD,Normal,132500
864,865,20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,Ex,SBrkr,1372,0,1372,0,2,0,3,Gd,6,0,,Attchd,2008.0,Fin,2,529,TA,Y,0,140,0,0,,5,2008,New,Partial,250580
865,866,20,RL,,8750,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,TA,SBrkr,1002,0,1002,1,1,0,3,TA,5,0,,Detchd,1973.0,Unf,2,902,TA,Y,0,0,0,0,MnPrv,8,2009,WD,Normal,148500
